Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0003723~RNA binding	49	8.536585365853659	1.3785250227144934E-6	19386, 14056, 233033, 217980, 664883, 20658, 116848, 329540, 30947, 216766, 13722, 110611, 21357, 68564, 224903, 67997, 16201, 20462, 20384, 67996, 20383, 331401, 208643, 56381, 20382, 245474, 170791, 74213, 223642, 81702, 109095, 233208, 225432, 27103, 28036, 110809, 70925, 19656, 29819, 74108, 68988, 104015, 67897, 27632, 56045, 56200, 22184, 13433, 51796	518	780	17446	2.1157657657657656	7.689217209198018E-4	7.692169626746873E-5	6.989121865162481E-5
GOTERM_MF_DIRECT	GO:0003676~nucleic acid binding	67	11.67247386759582	2.2439400875883204E-6	68750, 14013, 664883, 20658, 11906, 83396, 237943, 110593, 57908, 16599, 230119, 22404, 110611, 224829, 72306, 224903, 21399, 67997, 20462, 20384, 67996, 20383, 22761, 11909, 74164, 56381, 20382, 107932, 101994, 381626, 170791, 170472, 68379, 21401, 233890, 668501, 74213, 240869, 21408, 22696, 21847, 81702, 109095, 11569, 225432, 81630, 28036, 110809, 15248, 19647, 232875, 328977, 19656, 74108, 104015, 27632, 21417, 207259, 229700, 56045, 56200, 22184, 229584, 12144, 380993, 53975, 216877	518	1237	17446	1.8241947918584944	0.0012513363986033088	1.1382896080675297E-4	1.0342523858247986E-4
GOTERM_BP_DIRECT	GO:0098609~cell-cell adhesion	20	3.484320557491289	2.2802669645731144E-6	110611, 105782, 26936, 65970, 21872, 15161, 66656, 67533, 234023, 208643, 29810, 243529, 13859, 12914, 56376, 11518, 227331, 228140, 233871, 111173	520	189	18082	3.6796906796906796	0.005015375184324489	4.18809032493262E-4	4.146285430582113E-4
GOTERM_BP_DIRECT	GO:0007049~cell cycle	40	6.968641114982578	3.2343377444785853E-6	71988, 17345, 15161, 240087, 16475, 20658, 75660, 381280, 230872, 13605, 27103, 52679, 381979, 100710, 16319, 231600, 232679, 93742, 17350, 21750, 16882, 72584, 226747, 71375, 18140, 209456, 12704, 229584, 102103, 16800, 212514, 17216, 225182, 12448, 108989, 170472, 16328, 269582, 218977, 13557	520	614	18082	2.2653470308193437	0.007106355847589119	5.48344645294677E-4	5.428711506501748E-4
GOTERM_CC_DIRECT	GO:0015629~actin cytoskeleton	20	3.484320557491289	3.38669305579777E-6	26936, 65970, 68178, 244895, 72333, 118449, 225115, 243725, 12704, 117198, 56699, 230872, 226251, 56376, 59006, 104027, 13800, 68760, 66395, 213435	545	201	19662	3.5897576338491035	0.0016581062278330227	1.1063197315606047E-4	9.753676000697578E-5
GOTERM_CC_DIRECT	GO:0000790~nuclear chromatin	21	3.6585365853658534	5.896705771014141E-6	20588, 21423, 110147, 17257, 20586, 17258, 14056, 20185, 18140, 17283, 83925, 21406, 20602, 12914, 229584, 20807, 68094, 52864, 107932, 17688, 30951	545	228	19662	3.3228874939642687	0.0028852240644051674	1.8058661423730807E-4	1.592110558173818E-4
GOTERM_MF_DIRECT	GO:0017124~SH3 domain binding	15	2.6132404181184667	1.0474816543773438E-5	17762, 19248, 20662, 70497, 104015, 209456, 20402, 12704, 12549, 329165, 58234, 24056, 14026, 13800, 14725	518	118	17446	4.281297035534324	0.005827929591210701	4.870789692854649E-4	4.4256099897442775E-4
GOTERM_CC_DIRECT	GO:0000785~chromatin	15	2.6132404181184667	1.0496958315312524E-5	268515, 15361, 71988, 19014, 226747, 21849, 17283, 81702, 20602, 228536, 15248, 108829, 231861, 17216, 100710	545	126	19662	4.294888597640892	0.0051303312364914255	3.0255938673547864E-4	2.667462348361771E-4
GOTERM_CC_DIRECT	GO:0016363~nuclear matrix	13	2.264808362369338	1.4982344630901872E-5	12395, 12361, 226747, 18140, 17283, 20602, 55982, 16906, 16905, 101706, 12144, 51796, 13498	545	97	19662	4.835070462498818	0.007314521584446232	4.0785271495232873E-4	3.595762711416449E-4
GOTERM_BP_DIRECT	GO:0006338~chromatin remodeling	12	2.0905923344947737	1.5173558217767017E-5	20588, 20586, 239985, 17692, 207165, 233532, 68094, 17283, 68703, 225280, 22589, 116848	520	79	18082	5.281986368062317	0.03290442297310203	0.0023887515937113216	0.002364907430797688
GOTERM_MF_DIRECT	GO:0008022~protein C-terminus binding	20	3.484320557491289	1.5421740083002383E-5	17345, 21872, 240087, 21750, 104015, 380928, 12361, 70097, 22352, 225523, 20239, 26558, 243725, 20469, 12812, 56469, 58234, 226562, 50505, 16328	518	209	17446	3.2229221702905915	0.00856847687098028	6.557272848562482E-4	5.957952211865913E-4
GOTERM_CC_DIRECT	GO:0005923~bicellular tight junction	15	2.6132404181184667	1.643488906338304E-5	93742, 21872, 68178, 70497, 69847, 11735, 11789, 14924, 13605, 56332, 16800, 104027, 192195, 12695, 67154	545	131	19662	4.130961551929407	0.008020821980868953	4.238471390030363E-4	3.7367747765165645E-4
GOTERM_MF_DIRECT	GO:0019901~protein kinase binding	31	5.400696864111499	1.645193904657254E-5	17762, 12296, 70097, 22352, 20616, 22278, 22138, 11789, 12934, 13649, 14936, 12953, 381979, 69562, 232679, 17258, 74108, 69714, 26401, 228607, 209039, 22288, 11909, 99100, 26404, 243725, 54126, 105732, 12448, 16328, 69131	518	434	17446	2.405681191395477	0.009138247592988202	6.557272848562482E-4	5.957952211865913E-4
GOTERM_MF_DIRECT	GO:0042393~histone binding	15	2.6132404181184667	1.857005597712675E-5	268448, 20586, 70998, 18140, 70472, 381280, 22589, 116848, 54650, 27223, 228880, 223770, 20184, 233532, 17216	518	124	17446	4.074137501556857	0.010308684944853264	6.908060823491151E-4	6.27667892026884E-4
GOTERM_CC_DIRECT	GO:0042995~cell projection	41	7.142857142857142	1.9177425909082487E-5	218756, 52906, 17762, 216831, 19249, 14270, 19248, 72333, 270058, 13043, 68732, 22352, 67804, 74132, 78560, 11789, 329165, 24131, 58234, 13829, 76568, 234214, 13800, 105782, 19876, 67299, 68585, 18483, 237222, 225115, 26941, 11735, 14924, 12549, 54126, 14886, 104027, 14026, 17755, 84095, 16328	545	712	19662	2.0774713947015773	0.009353014701147244	4.6984693477252095E-4	4.1423239963618173E-4
GOTERM_CC_DIRECT	GO:0017053~transcriptional repressor complex	10	1.7421602787456445	2.8311181063391592E-5	268448, 12395, 20185, 22761, 68094, 53975, 20602, 75660, 225182, 56381	545	58	19662	6.220183486238533	0.013776892970385757	6.605942248124704E-4	5.824014390183414E-4
GOTERM_MF_DIRECT	GO:0004386~helicase activity	15	2.6132404181184667	2.909646401779174E-5	20586, 67997, 75560, 22589, 338359, 109151, 78455, 56200, 117599, 12144, 53975, 107932, 17216, 170472, 216877	518	129	17446	3.9162251952949627	0.01610496870084388	0.001014739182620487	9.219942035637757E-4
GOTERM_CC_DIRECT	GO:0043234~protein complex	37	6.445993031358885	3.3049622052389946E-5	19687, 21423, 71722, 70097, 56273, 67804, 17260, 17283, 238161, 11789, 12914, 12934, 68094, 12695, 16319, 20742, 20588, 93742, 17257, 20586, 68585, 17130, 104015, 12361, 22288, 20649, 20648, 14082, 20469, 100043597, 54126, 16800, 13433, 107932, 14725, 84095, 16328	545	628	19662	2.1255595161573075	0.0160641551903562	7.361052184395942E-4	6.489743966651116E-4
GOTERM_MF_DIRECT	GO:0008134~transcription factor binding	26	4.529616724738676	3.3524083717817576E-5	18432, 12490, 15361, 21423, 20410, 212391, 207165, 21406, 12914, 27223, 20807, 272359, 224829, 17257, 20586, 19014, 22761, 11909, 21417, 20602, 56469, 11518, 54169, 17978, 17937, 107932	518	342	17446	2.560432613064192	0.01853286695396672	0.0011003787479142474	9.998064967607948E-4
KEGG_PATHWAY	mmu05168:Herpes simplex infection	16	2.7874564459930316	3.4447612700738795E-5	209361, 57080, 15161, 66656, 20384, 20020, 67996, 20383, 228607, 14082, 12914, 27103, 110809, 20382, 14886, 15979	165	208	7691	3.5855477855477855	0.005188173805160345	0.005236037130512297	0.004960456228906386
GOTERM_BP_DIRECT	GO:0007399~nervous system development	27	4.70383275261324	3.7101568296011225E-5	21423, 14270, 270058, 17260, 21406, 78286, 12933, 12934, 13605, 27103, 83396, 68094, 228361, 381979, 13800, 20588, 19876, 20586, 67299, 68585, 17258, 21417, 12704, 54126, 16765, 18008, 17755	520	377	18082	2.49037951438482	0.0785534213804232	0.00545145710162725	0.005397041468126433
GOTERM_CC_DIRECT	GO:0005677~chromatin silencing complex	5	0.8710801393728222	3.713351396035059E-5	268515, 231861, 228536, 116848, 101867	545	8	19662	22.54816513761468	0.018031216352167756	7.911052974161648E-4	6.974642622118025E-4
GOTERM_MF_DIRECT	GO:0018024~histone-lysine N-methyltransferase activity	8	1.3937282229965158	4.214229278022732E-5	110147, 14056, 214162, 234135, 107823, 192195, 17283, 235626	518	33	17446	8.164736164736166	0.023241550914544273	0.0013064110761870468	0.0011870079133097361
GOTERM_CC_DIRECT	GO:0005911~cell-cell junction	18	3.1358885017421603	4.636708758231607E-5	52906, 93742, 105782, 17356, 21872, 109620, 16475, 12361, 75599, 227937, 29806, 56699, 27360, 13605, 68070, 17967, 66395, 76816	545	201	19662	3.230781870464193	0.02246423509983919	9.466613714722865E-4	8.346075764816893E-4
GOTERM_CC_DIRECT	GO:0005667~transcription factor complex	21	3.6585365853658534	5.8790839017749636E-5	224829, 21423, 17258, 17130, 21386, 21385, 16475, 20185, 22761, 22278, 21417, 29806, 83925, 21406, 12914, 11906, 13345, 83396, 52679, 18986, 13557	545	267	19662	2.837521904958252	0.028397353461595776	0.001152300444747893	0.0010159056982267137
GOTERM_MF_DIRECT	GO:0070577~lysine-acetylated histone binding	6	1.0452961672473868	7.467340546072766E-5	20586, 214162, 14312, 83946, 67382, 116848	518	16	17446	12.629826254826254	0.0408130841589206	0.0021080307488357593	0.001915361271791631
GOTERM_MF_DIRECT	GO:0003700~transcription factor activity, sequence-specific DNA binding	48	8.362369337979095	7.555665766436414E-5	217127, 21423, 57080, 68750, 212391, 12395, 18032, 21386, 14013, 21385, 18034, 21849, 68837, 21408, 17260, 22278, 83925, 21406, 20677, 223701, 12914, 20807, 83396, 13345, 52679, 15248, 12014, 19724, 224829, 328977, 21411, 17257, 17258, 17130, 19377, 20185, 226747, 71375, 11909, 68703, 21417, 74164, 56381, 56501, 22282, 18986, 18029, 13557	518	883	17446	1.8308241909600913	0.041285742985116336	0.0021080307488357593	0.001915361271791631
GOTERM_BP_DIRECT	GO:0006357~regulation of transcription from RNA polymerase II promoter	27	4.70383275261324	8.756034189338246E-5	21401, 21423, 110147, 209361, 50709, 212391, 14056, 12173, 18034, 109115, 228911, 83946, 223701, 83396, 13345, 68094, 14312, 19724, 67382, 224829, 224903, 21399, 19014, 19377, 20185, 11909, 22282	520	397	18082	2.364919589226894	0.17558316315995282	0.012061437095813433	0.011941041625710032
GOTERM_MF_DIRECT	GO:0051015~actin filament binding	14	2.4390243902439024	1.513944683128174E-4	65970, 30948, 16475, 12296, 270058, 22288, 225115, 243725, 22138, 360013, 13649, 11519, 11518, 17925	518	132	17446	3.5720720720720722	0.08101410846895007	0.0040227673008834345	0.003655095020695163
GOTERM_MF_DIRECT	GO:0001105~RNA polymerase II transcription coactivator activity	8	1.3937282229965158	1.8068313901199864E-4	12914, 20586, 17258, 21849, 13498, 68703, 20677, 223701	518	41	17446	6.5716169130803275	0.09591355757568021	0.004582781434940693	0.00416392506723106
GOTERM_BP_DIRECT	GO:0007010~cytoskeleton organization	12	2.0905923344947737	1.9669294149233087E-4	194401, 12934, 18483, 226251, 78514, 16475, 13829, 319713, 225115, 29806, 83946, 50768	520	104	18082	4.012278106508876	0.35192613195461997	0.02550066135582925	0.025246117549192114
GOTERM_BP_DIRECT	GO:0006260~DNA replication	13	2.264808362369338	2.203085623577633E-4	217127, 19687, 18032, 16882, 67967, 117599, 12144, 18969, 52864, 18029, 19647, 17216, 170472	520	123	18082	3.6752032520325204	0.38481601828127754	0.0261214211073995	0.02586068096930386
GOTERM_BP_DIRECT	GO:1900454~positive regulation of long term synaptic depression	4	0.6968641114982579	2.251846647189612E-4	17762, 29819, 245666, 243725	520	5	18082	27.818461538461538	0.3913963838689011	0.0261214211073995	0.02586068096930386
GOTERM_BP_DIRECT	GO:0055003~cardiac myofibril assembly	5	0.8710801393728222	2.764197127325517E-4	68016, 20807, 225288, 213435, 22138	520	12	18082	14.488782051282053	0.4564261601530869	0.0304614523431272	0.03015739065912139
GOTERM_MF_DIRECT	GO:0032454~histone demethylase activity (H3-K9 specific)	5	0.8710801393728222	3.122039926014728E-4	193796, 18676, 108829, 320595, 74042	518	12	17446	14.033140283140282	0.15990225266099944	0.007574340342244427	0.006882061923867248
GOTERM_CC_DIRECT	GO:0016605~PML body	11	1.9163763066202089	3.2378375571943003E-4	12914, 56501, 56469, 69642, 74203, 12144, 245000, 68703, 74132, 231600, 22589	545	96	19662	4.133830275229358	0.14673040868858112	0.006102078473173874	0.005379791633492069
GOTERM_CC_DIRECT	GO:0000792~heterochromatin	7	1.2195121951219512	3.577094619763253E-4	17257, 20586, 13433, 18140, 72462, 30951, 22589	545	35	19662	7.215412844036698	0.1608023255717087	0.006491764309940719	0.005723351391621205
GOTERM_BP_DIRECT	GO:0043966~histone H3 acetylation	8	1.3937282229965158	3.5823034491854486E-4	217127, 21423, 20586, 217588, 54169, 223770, 109115, 208146	520	47	18082	5.918821603927987	0.5461730981235644	0.03759712762859394	0.037221838695822136
GOTERM_BP_DIRECT	GO:0033169~histone H3-K9 demethylation	5	0.8710801393728222	3.9024213058031924E-4	193796, 18676, 108829, 320595, 74042	520	13	18082	13.374260355029586	0.5771136618405459	0.039095166172682896	0.03870492404210257
GOTERM_BP_DIRECT	GO:0006306~DNA methylation	6	1.0452961672473868	4.1882940169476996E-4	110147, 14056, 214162, 13433, 234366, 116848	520	23	18082	9.07123745819398	0.602957631836479	0.03954164036950883	0.039146941599940234
GOTERM_BP_DIRECT	GO:0000226~microtubule cytoskeleton organization	11	1.9163763066202089	4.3058047589301815E-4	93742, 17762, 12933, 67299, 208177, 270058, 225523, 20658, 245877, 17755, 432572	520	96	18082	3.9844150641025644	0.6131175624478321	0.03954164036950883	0.039146941599940234
GOTERM_MF_DIRECT	GO:0032403~protein complex binding	24	4.181184668989547	4.482848781523409E-4	20742, 216963, 17762, 20586, 68585, 30948, 104015, 19014, 20130, 12361, 68732, 29810, 26941, 14082, 20602, 243725, 11789, 329165, 54169, 17978, 14725, 13427, 17755, 84095	518	358	17446	2.257846034382347	0.22135421901298835	0.010422623417041926	0.009470018050968202
GOTERM_CC_DIRECT	GO:0005635~nuclear envelope	14	2.4390243902439024	4.621329182832587E-4	69642, 68585, 19386, 30948, 208263, 238161, 98386, 54563, 16907, 16906, 16905, 227720, 57321, 108989	545	158	19662	3.196701892927651	0.20267864043394013	0.008087326069957027	0.00713005073922742
KEGG_PATHWAY	mmu03040:Spliceosome	11	1.9163763066202089	5.231400567612562E-4	56215, 19656, 68988, 20462, 20384, 110809, 67996, 20383, 331401, 20382, 66618	165	133	7691	3.855137844611529	0.07597376813737833	0.03888320915961612	0.03683672446700475
GOTERM_BP_DIRECT	GO:0006366~transcription from RNA polymerase II promoter	13	2.264808362369338	6.334045856010141E-4	19656, 209361, 233890, 212391, 19014, 20020, 109115, 22278, 233208, 230753, 22282, 56200, 20807	520	138	18082	3.2757246376811597	0.7526867735907192	0.05584094826658541	0.055283552231256514
GOTERM_CC_DIRECT	GO:0005912~adherens junction	8	1.3937282229965158	7.670491756834397E-4	52906, 93742, 11789, 14924, 17356, 21872, 233335, 29806	545	55	19662	5.2475729774812345	0.31339651286588077	0.012960486071892603	0.011426387720525722
KEGG_PATHWAY	mmu05202:Transcriptional misregulation in cancer	12	2.0905923344947737	7.674317597292656E-4	21423, 12395, 214162, 20185, 109115, 108829, 17260, 107823, 22289, 17283, 16599, 68938	165	165	7691	3.3899724517906336	0.10945948851322695	0.03888320915961612	0.03683672446700475
GOTERM_MF_DIRECT	GO:0000976~transcription regulatory region sequence-specific DNA binding	8	1.3937282229965158	9.122468565529095E-4	268515, 108829, 231861, 12953, 18986, 228536, 20677, 223701	518	53	17446	5.083703649741386	0.3990635373833695	0.02017707580052463	0.018332934463917542
GOTERM_MF_DIRECT	GO:0000977~RNA polymerase II regulatory region sequence-specific DNA binding	17	2.961672473867596	9.401504853291047E-4	268448, 110147, 20586, 17258, 18032, 18034, 17260, 11909, 83925, 74164, 12914, 228880, 83396, 52679, 234366, 380993, 13047	518	221	17446	2.5907335907335907	0.40835632687772583	0.02017707580052463	0.018332934463917542
GOTERM_BP_DIRECT	GO:0051028~mRNA transport	10	1.7421602787456445	9.432873884264962E-4	54563, 227720, 227699, 19386, 110809, 20383, 226747, 331401, 223642, 108989	520	88	18082	3.9514860139860146	0.8751859567715646	0.07996174631123068	0.07916358005948518
GOTERM_MF_DIRECT	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding	23	4.006968641114982	0.0011087615928729168	20588, 21423, 21411, 20586, 17258, 17130, 21386, 19014, 21385, 18034, 68837, 17260, 22289, 21406, 11569, 56501, 22282, 20807, 17978, 68094, 107932, 19724, 18029	518	359	17446	2.15774190426001	0.4615346941468391	0.021962898001184387	0.019955536355914846
GOTERM_CC_DIRECT	GO:0005813~centrosome	25	4.355400696864112	0.0011109159355953378	52906, 70470, 74376, 225523, 11789, 74270, 101706, 75991, 230872, 76568, 545389, 216848, 381979, 233765, 13427, 237222, 26941, 99100, 74081, 77521, 212514, 107932, 76816, 17118, 16328	545	435	19662	2.073394495412844	0.41995604593625413	0.018144960281390517	0.015997189472572865
GOTERM_MF_DIRECT	GO:0001085~RNA polymerase II transcription factor binding	8	1.3937282229965158	0.001141440935545425	12914, 17258, 21386, 20591, 22761, 83925, 67154, 56381	518	55	17446	4.898841698841699	0.47127552523976013	0.021962898001184387	0.019955536355914846
GOTERM_MF_DIRECT	GO:0003684~damaged DNA binding	8	1.3937282229965158	0.001141440935545425	12914, 27223, 22594, 72584, 17688, 12953, 225182, 50505	518	55	17446	4.898841698841699	0.47127552523976013	0.021962898001184387	0.019955536355914846
GOTERM_MF_DIRECT	GO:0043565~sequence-specific DNA binding	34	5.923344947735192	0.0012625123830195869	18432, 19687, 21423, 104360, 68750, 14056, 21386, 21385, 207165, 21849, 68837, 17260, 17283, 22278, 83925, 27223, 11906, 20807, 15248, 107823, 12014, 13047, 328977, 224903, 17258, 20185, 71375, 11909, 68703, 21417, 20602, 56501, 22282, 18986	518	633	17446	1.8090114488218751	0.5058553510161795	0.022892212925741576	0.020799913894894228
GOTERM_MF_DIRECT	GO:0005080~protein kinase C binding	8	1.3937282229965158	0.0012717896069856431	20324, 93742, 27360, 24131, 56376, 109620, 20382, 17118	518	56	17446	4.811362382790954	0.5084100042539589	0.022892212925741576	0.020799913894894228
GOTERM_MF_DIRECT	GO:0004402~histone acetyltransferase activity	7	1.2195121951219512	0.0013940786575448376	217127, 12914, 12593, 54169, 109115, 17978, 11909	518	42	17446	5.613256113256114	0.5408776833758316	0.024309246590938104	0.02208743373047602
GOTERM_CC_DIRECT	GO:0043034~costamere	5	0.8710801393728222	0.0016135479032167014	66106, 100041194, 233335, 225115, 66395	545	19	19662	9.49396426846934	0.5467344064529747	0.025504466857296248	0.02248557078031016
GOTERM_BP_DIRECT	GO:0035023~regulation of Rho protein signal transduction	9	1.5679442508710801	0.0016177682250502244	68016, 13605, 20662, 54126, 16800, 17925, 207212, 268739, 50768	520	77	18082	4.064385614385615	0.9718460463916778	0.13205782103743313	0.13073963952072554
GOTERM_BP_DIRECT	GO:0070198~protein localization to chromosome, telomeric region	4	0.6968641114982579	0.0017354723060471222	21750, 57321, 245000, 22589	520	9	18082	15.454700854700855	0.9782912714479363	0.13660646294742346	0.13524287756410075
GOTERM_MF_DIRECT	GO:0005096~GTPase activator activity	17	2.961672473867596	0.001761275638058942	68016, 216963, 216831, 72238, 14270, 70497, 75415, 20469, 56699, 12549, 13605, 56784, 78514, 17925, 228482, 78816, 50768	518	235	17446	2.4363920151154193	0.6260593960885195	0.029781569879905746	0.027059598439269198
GOTERM_MF_DIRECT	GO:0042826~histone deacetylase binding	11	1.9163763066202089	0.0018184026582390744	70998, 17257, 17258, 20807, 20185, 13433, 15248, 17260, 22278, 53975, 20602	518	112	17446	3.307811638168781	0.6378121725302315	0.029843196567570687	0.02711559258021208
GOTERM_BP_DIRECT	GO:0061188~negative regulation of chromatin silencing at rDNA	3	0.5226480836236934	0.0024198608340624734	18676, 320595, 74042	520	3	18082	34.77307692307693	0.995214953381283	0.18390942338874797	0.18207366689394197
GOTERM_CC_DIRECT	GO:0001725~stress fiber	8	1.3937282229965158	0.002474031880675254	26936, 65970, 226251, 72333, 319713, 104027, 13800, 50768	545	67	19662	4.307709160618924	0.7029270964421022	0.03788361317283982	0.03339943038911593
GOTERM_MF_DIRECT	GO:0047485~protein N-terminus binding	11	1.9163763066202089	0.0025147568460007668	20588, 21357, 17257, 20586, 228880, 56376, 56273, 17283, 20602, 238161, 50505	518	117	17446	3.1664521664521663	0.7546333558208107	0.03887712097837967	0.03532383572766755
GOTERM_MF_DIRECT	GO:0042974~retinoic acid receptor binding	5	0.8710801393728222	0.0025313363021451426	15361, 19014, 20185, 17978, 20602	518	20	17446	8.41988416988417	0.756898546183875	0.03887712097837967	0.03532383572766755
GOTERM_MF_DIRECT	GO:0042954~lipoprotein transporter activity	3	0.5226480836236934	0.0025778736132617344	338320, 338366, 14725	518	3	17446	33.679536679536675	0.7631458538506626	0.03887712097837967	0.03532383572766755
KEGG_PATHWAY	mmu04010:MAPK signaling pathway	14	2.4390243902439024	0.0026683659895994664	17762, 20662, 14013, 18034, 20130, 12296, 26401, 17260, 109880, 11909, 26404, 13649, 20807, 16765	165	251	7691	2.5998792707956055	0.3319964532877002	0.10139790760477972	0.0960611756255808
GOTERM_MF_DIRECT	GO:0003713~transcription coactivator activity	14	2.4390243902439024	0.0027995682998129745	21423, 20586, 18676, 15161, 19014, 109115, 21849, 223701, 230753, 12914, 17938, 17978, 67154, 170791	518	180	17446	2.61951951951952	0.7907760117193092	0.04110945029725368	0.03735213494750469
GOTERM_CC_DIRECT	GO:0031430~M band	5	0.8710801393728222	0.002851652818376446	20742, 66106, 17929, 11733, 22138	545	22	19662	8.19933277731443	0.7532318378878724	0.04234272366680177	0.03733072780420075
GOTERM_BP_DIRECT	GO:0006310~DNA recombination	9	1.5679442508710801	0.0030331722108634675	55982, 69714, 16882, 235134, 12144, 52864, 225280, 170472, 338359	520	85	18082	3.6818552036199095	0.9987670041612401	0.22283705175810276	0.22061272547013622
GOTERM_MF_DIRECT	GO:0046965~retinoid X receptor binding	5	0.8710801393728222	0.0030545439099404614	15361, 20185, 20184, 17978, 20602	518	21	17446	8.01893730465159	0.8185987683061686	0.04370347440376353	0.039709070829226
GOTERM_BP_DIRECT	GO:0030900~forebrain development	9	1.5679442508710801	0.003262373517056559	20586, 14013, 20807, 14725, 20602, 22589, 50768, 223701, 235626	520	86	18082	3.639042933810376	0.9992573555679564	0.23194423327718244	0.2296290004586262
GOTERM_CC_DIRECT	GO:0010494~cytoplasmic stress granule	6	1.0452961672473868	0.0033383127477468588	68564, 29819, 217980, 233871, 192173, 20239	545	37	19662	5.850334738408133	0.8057306536384028	0.04811097783517532	0.04241620903019538
KEGG_PATHWAY	mmu03013:RNA transport	11	1.9163763066202089	0.003353244464225309	54563, 56215, 227720, 227699, 19386, 331401, 51796, 208643, 53975, 108989, 216766	165	170	7691	3.016078431372549	0.3978151117243872	0.10193863171244938	0.09657344056968889
GOTERM_BP_DIRECT	GO:0048511~rhythmic process	11	1.9163763066202089	0.0038469717083301196	18432, 230753, 12914, 14056, 214162, 19377, 18034, 17978, 20591, 21847, 12953	520	128	18082	2.988311298076923	0.9997963139441625	0.264960176411237	0.26231538336176
GOTERM_MF_DIRECT	GO:0046872~metal ion binding	125	21.777003484320556	0.0038595679165149286	110147, 68750, 12395, 16475, 67302, 228911, 229603, 56376, 24131, 11906, 30947, 272359, 57908, 192195, 16599, 224829, 22129, 22404, 21399, 16882, 18140, 22761, 11909, 16800, 107932, 17216, 217127, 21401, 104360, 23947, 19286, 64453, 668501, 240869, 21408, 223642, 22696, 21769, 29806, 74132, 83925, 11569, 225432, 81630, 15248, 234135, 232875, 216963, 328977, 21411, 238330, 68703, 21417, 22589, 194401, 12704, 193796, 78455, 56045, 22184, 229584, 234366, 14725, 70998, 209361, 19386, 14013, 68837, 116848, 74270, 12914, 237943, 83396, 110593, 17925, 216724, 230119, 231600, 72306, 268448, 65970, 67997, 17130, 214162, 20020, 65973, 26401, 109880, 22289, 74164, 330474, 13859, 56469, 268291, 226251, 54169, 108829, 101994, 71988, 18676, 233890, 12173, 239510, 74213, 21849, 270110, 319713, 21847, 20591, 107823, 234214, 381979, 19647, 232679, 19654, 74108, 217333, 19377, 209039, 207259, 20402, 195018, 13433, 380993, 78816	518	3355	17446	1.2548262548262548	0.8844215408901073	0.05384097243538325	0.04892002334182672
GOTERM_MF_DIRECT	GO:0002039~p53 binding	8	1.3937282229965158	0.004612925428466898	12914, 209361, 110147, 20586, 27223, 12144, 209456, 70925	518	70	17446	3.8490899062327633	0.9242235388610339	0.06193164493213214	0.05627122577166845
GOTERM_MF_DIRECT	GO:0017166~vinculin binding	4	0.6968641114982579	0.004661521661558333	20410, 22288, 233335, 50768	518	12	17446	11.226512226512227	0.9262600529113543	0.06193164493213214	0.05627122577166845
GOTERM_BP_DIRECT	GO:0060318~definitive erythrocyte differentiation	3	0.5226480836236934	0.004747680347650547	20586, 20185, 22761	520	4	18082	26.079807692307693	0.9999722857814224	0.30236623823139347	0.29934806343961007
GOTERM_BP_DIRECT	GO:0031507~heterochromatin assembly	3	0.5226480836236934	0.004747680347650547	268515, 231861, 228536	520	4	18082	26.079807692307693	0.9999722857814224	0.30236623823139347	0.29934806343961007
GOTERM_CC_DIRECT	GO:0030426~growth cone	12	2.0905923344947737	0.004799089728053979	17762, 11789, 12933, 12934, 54126, 72333, 13043, 17967, 22288, 26404, 17755, 243725	545	159	19662	2.7227972996364898	0.9053164257595149	0.06665557836824644	0.058765734398127475
KEGG_PATHWAY	mmu00310:Lysine degradation	6	1.0452961672473868	0.004802447927076826	110147, 214162, 234135, 107823, 192195, 235626	165	52	7691	5.378321678321678	0.5166027631684915	0.12166201415261294	0.11525875024984383
GOTERM_CC_DIRECT	GO:0016514~SWI/SNF complex	4	0.6968641114982579	0.00489714453317729	20588, 20586, 239985, 68094	545	13	19662	11.100635144671843	0.9097792352412355	0.06665557836824644	0.058765734398127475
GOTERM_BP_DIRECT	GO:0000381~regulation of alternative mRNA splicing, via spliceosome	6	1.0452961672473868	0.0049164255149359406	230753, 19656, 20462, 67996, 20382, 109095	520	39	18082	5.349704142011834	0.9999809311552615	0.30236623823139347	0.29934806343961007
GOTERM_BP_DIRECT	GO:0006511~ubiquitin-dependent protein catabolic process	12	2.0905923344947737	0.004938831477463777	22129, 74270, 56436, 329908, 72344, 72584, 231672, 237898, 74132, 104416, 231600, 63958	520	154	18082	2.70959040959041	0.9999818548005145	0.30236623823139347	0.29934806343961007
GOTERM_CC_DIRECT	GO:0030175~filopodium	8	1.3937282229965158	0.005405393996976384	18483, 329165, 72333, 22288, 26941, 13800, 243725, 78560	545	77	19662	3.748266412486596	0.9297593053095906	0.07158494752752509	0.06311162720794049
GOTERM_MF_DIRECT	GO:0000980~RNA polymerase II distal enhancer sequence-specific DNA binding	8	1.3937282229965158	0.0058134166702419774	20588, 21423, 20586, 17260, 68094, 11909, 107932, 12014	518	73	17446	3.6909081292642933	0.9613555548934536	0.07457078909501315	0.06775517933901733
